May 10, 2022   09:58:41
-0.054, 2.922e-5
-0.055, 2.914e-5
-0.056, 2.907e-5
-0.057, 2.902e-5
-0.058, 2.895e-5
-0.059, 2.887e-5
-0.060, 2.882e-5
-0.061, 2.875e-5
-0.062, 2.868e-5
-0.063, 2.862e-5
-0.064, 2.856e-5
-0.065, 2.848e-5
-0.066, 2.842e-5
-0.067, 2.837e-5
-0.068, 2.829e-5
-0.069, 2.823e-5
-0.070, 2.818e-5
-0.071, 2.811e-5
-0.072, 2.804e-5
-0.073, 2.798e-5
-0.074, 2.793e-5
-0.075, 2.785e-5
-0.076, 2.779e-5
-0.077, 2.774e-5
-0.078, 2.767e-5
-0.079, 2.760e-5
-0.080, 2.756e-5
-0.081, 2.749e-5
-0.082, 2.742e-5
-0.083, 2.737e-5
-0.084, 2.731e-5
-0.085, 2.724e-5
-0.086, 2.718e-5
-0.087, 2.712e-5
-0.088, 2.706e-5
-0.089, 2.700e-5
-0.090, 2.694e-5
-0.091, 2.687e-5
-0.092, 2.681e-5
-0.093, 2.676e-5
-0.094, 2.670e-5
-0.095, 2.662e-5
-0.096, 2.657e-5
-0.097, 2.652e-5
-0.098, 2.645e-5
-0.099, 2.639e-5
-0.100, 2.634e-5
-0.101, 2.628e-5
-0.102, 2.622e-5
-0.103, 2.617e-5
-0.104, 2.612e-5
-0.105, 2.605e-5
-0.106, 2.600e-5
-0.107, 2.595e-5
-0.108, 2.589e-5
-0.109, 2.583e-5
-0.110, 2.578e-5
-0.111, 2.572e-5
-0.112, 2.566e-5
-0.113, 2.561e-5
-0.114, 2.556e-5
-0.115, 2.549e-5
-0.116, 2.544e-5
-0.117, 2.540e-5
-0.118, 2.534e-5
-0.119, 2.528e-5
-0.120, 2.524e-5
-0.121, 2.517e-5
-0.122, 2.511e-5
-0.123, 2.507e-5
-0.124, 2.502e-5
-0.125, 2.495e-5
-0.126, 2.490e-5
-0.127, 2.486e-5
-0.128, 2.480e-5
-0.129, 2.474e-5
-0.130, 2.469e-5
-0.131, 2.464e-5
-0.132, 2.458e-5
-0.133, 2.453e-5
-0.134, 2.448e-5
-0.135, 2.442e-5
-0.136, 2.437e-5
-0.137, 2.432e-5
-0.138, 2.426e-5
-0.139, 2.420e-5
-0.140, 2.417e-5
-0.141, 2.411e-5
-0.142, 2.405e-5
-0.143, 2.401e-5
-0.144, 2.396e-5
-0.145, 2.390e-5
-0.146, 2.385e-5
-0.147, 2.382e-5
-0.148, 2.375e-5
-0.149, 2.370e-5
-0.150, 2.366e-5
-0.151, 2.361e-5
-0.152, 2.355e-5
-0.153, 2.351e-5
-0.154, 2.346e-5
-0.155, 2.340e-5
-0.156, 2.335e-5
-0.157, 2.332e-5
-0.158, 2.325e-5
-0.159, 2.320e-5
-0.160, 2.317e-5
-0.161, 2.312e-5
-0.162, 2.306e-5
-0.163, 2.302e-5
-0.164, 2.298e-5
-0.165, 2.292e-5
-0.166, 2.287e-5
-0.167, 2.284e-5
-0.168, 2.278e-5
-0.169, 2.273e-5
-0.170, 2.270e-5
-0.171, 2.265e-5
-0.172, 2.259e-5
-0.173, 2.255e-5
-0.174, 2.251e-5
-0.175, 2.245e-5
-0.176, 2.240e-5
-0.177, 2.236e-5
-0.178, 2.231e-5
-0.179, 2.225e-5
-0.180, 2.222e-5
-0.181, 2.217e-5
-0.182, 2.211e-5
-0.183, 2.207e-5
-0.184, 2.203e-5
-0.185, 2.197e-5
-0.186, 2.193e-5
-0.187, 2.189e-5
-0.188, 2.184e-5
-0.189, 2.179e-5
-0.190, 2.175e-5
-0.191, 2.171e-5
-0.192, 2.165e-5
-0.193, 2.161e-5
-0.194, 2.158e-5
-0.195, 2.152e-5
-0.196, 2.148e-5
-0.197, 2.145e-5
-0.198, 2.140e-5
-0.199, 2.135e-5
-0.200, 2.132e-5
-0.201, 2.127e-5
-0.202, 2.122e-5
-0.203, 2.119e-5
-0.204, 2.116e-5
-0.205, 2.110e-5
-0.206, 2.106e-5
-0.207, 2.103e-5
-0.208, 2.098e-5
-0.209, 2.093e-5
-0.210, 2.091e-5
-0.211, 2.086e-5
-0.212, 2.080e-5
-0.213, 2.077e-5
-0.214, 2.074e-5
-0.215, 2.068e-5
-0.216, 2.063e-5
-0.217, 2.060e-5
-0.218, 2.055e-5
-0.219, 2.050e-5
-0.220, 2.046e-5
-0.221, 2.043e-5
-0.222, 2.037e-5
-0.223, 2.033e-5
-0.224, 2.030e-5
-0.225, 2.025e-5
-0.226, 2.020e-5
-0.227, 2.017e-5
-0.228, 2.013e-5
-0.229, 2.008e-5
-0.230, 2.005e-5
-0.231, 2.001e-5
-0.232, 1.996e-5
-0.233, 1.993e-5
-0.234, 1.990e-5
-0.235, 1.984e-5
-0.236, 1.980e-5
-0.237, 1.977e-5
-0.238, 1.973e-5
-0.239, 1.969e-5
-0.240, 1.966e-5
-0.241, 1.962e-5
-0.242, 1.957e-5
-0.243, 1.953e-5
-0.244, 1.950e-5
-0.245, 1.945e-5
-0.246, 1.941e-5
-0.247, 1.938e-5
-0.248, 1.934e-5
-0.249, 1.930e-5
-0.250, 1.927e-5
-0.251, 1.923e-5
-0.252, 1.918e-5
-0.253, 1.915e-5
-0.254, 1.911e-5
-0.255, 1.907e-5
-0.256, 1.903e-5
-0.257, 1.900e-5
-0.258, 1.896e-5
-0.259, 1.891e-5
-0.260, 1.888e-5
-0.261, 1.884e-5
-0.262, 1.880e-5
-0.263, 1.877e-5
-0.264, 1.873e-5
-0.265, 1.869e-5
-0.266, 1.865e-5
-0.267, 1.862e-5
-0.268, 1.857e-5
-0.269, 1.853e-5
-0.270, 1.850e-5
-0.271, 1.847e-5
-0.272, 1.842e-5
-0.273, 1.838e-5
-0.274, 1.835e-5
-0.275, 1.831e-5
-0.276, 1.828e-5
-0.277, 1.825e-5
-0.278, 1.821e-5
-0.279, 1.816e-5
-0.280, 1.814e-5
-0.281, 1.810e-5
-0.282, 1.806e-5
-0.283, 1.803e-5
-0.284, 1.800e-5
-0.285, 1.796e-5
-0.286, 1.792e-5
-0.287, 1.789e-5
-0.288, 1.785e-5
-0.289, 1.781e-5
-0.290, 1.779e-5
-0.291, 1.776e-5
-0.292, 1.771e-5
-0.293, 1.769e-5
-0.294, 1.766e-5
-0.295, 1.761e-5
-0.296, 1.758e-5
-0.297, 1.756e-5
-0.298, 1.752e-5
-0.299, 1.748e-5
-0.300, 1.746e-5
-0.301, 1.742e-5
-0.302, 1.737e-5
-0.303, 1.734e-5
-0.304, 1.731e-5
-0.305, 1.727e-5
-0.306, 1.724e-5
-0.307, 1.721e-5
-0.308, 1.717e-5
-0.309, 1.713e-5
-0.310, 1.710e-5
-0.311, 1.706e-5
-0.312, 1.702e-5
-0.313, 1.700e-5
-0.314, 1.697e-5
-0.315, 1.692e-5
-0.316, 1.689e-5
-0.317, 1.686e-5
-0.318, 1.683e-5
-0.319, 1.679e-5
-0.320, 1.677e-5
-0.321, 1.673e-5
-0.322, 1.669e-5
-0.323, 1.666e-5
-0.324, 1.664e-5
-0.325, 1.660e-5
-0.326, 1.657e-5
-0.327, 1.655e-5
-0.328, 1.651e-5
-0.329, 1.647e-5
-0.330, 1.645e-5
-0.331, 1.641e-5
-0.332, 1.638e-5
-0.333, 1.636e-5
-0.334, 1.633e-5
-0.335, 1.629e-5
-0.336, 1.626e-5
-0.337, 1.624e-5
-0.338, 1.619e-5
-0.339, 1.615e-5
-0.340, 1.613e-5
-0.341, 1.609e-5
-0.342, 1.605e-5
-0.343, 1.603e-5
-0.344, 1.601e-5
-0.345, 1.596e-5
-0.346, 1.593e-5
-0.347, 1.590e-5
-0.348, 1.587e-5
-0.349, 1.583e-5
-0.350, 1.582e-5
-0.351, 1.578e-5
-0.352, 1.574e-5
-0.353, 1.572e-5
-0.354, 1.569e-5
-0.355, 1.565e-5
-0.356, 1.562e-5
-0.357, 1.560e-5
-0.358, 1.556e-5
-0.359, 1.553e-5
-0.360, 1.551e-5
-0.361, 1.548e-5
-0.362, 1.543e-5
-0.363, 1.541e-5
-0.364, 1.539e-5
-0.365, 1.535e-5
-0.366, 1.532e-5
-0.367, 1.530e-5
-0.368, 1.526e-5
-0.369, 1.522e-5
-0.370, 1.520e-5
-0.371, 1.517e-5
-0.372, 1.513e-5
-0.373, 1.511e-5
-0.374, 1.509e-5
-0.375, 1.505e-5
-0.376, 1.502e-5
-0.377, 1.500e-5
-0.378, 1.496e-5
-0.379, 1.493e-5
-0.380, 1.491e-5
-0.381, 1.488e-5
-0.382, 1.485e-5
-0.383, 1.482e-5
-0.384, 1.480e-5
-0.385, 1.476e-5
-0.386, 1.473e-5
-0.387, 1.471e-5
-0.388, 1.467e-5
-0.389, 1.463e-5
-0.390, 1.462e-5
-0.391, 1.459e-5
-0.392, 1.455e-5
-0.393, 1.453e-5
-0.394, 1.450e-5
-0.395, 1.446e-5
-0.396, 1.443e-5
-0.397, 1.442e-5
-0.398, 1.438e-5
-0.399, 1.435e-5
-0.400, 1.433e-5
-0.401, 1.430e-5
-0.402, 1.426e-5
-0.403, 1.423e-5
-0.404, 1.421e-5
-0.405, 1.417e-5
-0.406, 1.414e-5
-0.407, 1.412e-5
-0.408, 1.409e-5
-0.409, 1.406e-5
-0.410, 1.404e-5
-0.411, 1.401e-5
-0.412, 1.397e-5
-0.413, 1.395e-5
-0.414, 1.393e-5
-0.415, 1.388e-5
-0.416, 1.386e-5
-0.417, 1.384e-5
-0.418, 1.381e-5
-0.419, 1.377e-5
-0.420, 1.375e-5
-0.421, 1.373e-5
-0.422, 1.369e-5
-0.423, 1.366e-5
-0.424, 1.364e-5
-0.425, 1.360e-5
-0.426, 1.357e-5
-0.427, 1.355e-5
-0.428, 1.351e-5
-0.429, 1.347e-5
-0.430, 1.346e-5
-0.431, 1.343e-5
-0.432, 1.338e-5
-0.433, 1.336e-5
-0.434, 1.334e-5
-0.435, 1.330e-5
-0.436, 1.326e-5
-0.437, 1.325e-5
-0.438, 1.321e-5
-0.439, 1.318e-5
-0.440, 1.315e-5
-0.441, 1.312e-5
-0.442, 1.308e-5
-0.443, 1.306e-5
-0.444, 1.303e-5
-0.445, 1.299e-5
-0.446, 1.296e-5
-0.447, 1.294e-5
-0.448, 1.290e-5
-0.449, 1.286e-5
-0.450, 1.284e-5
-0.451, 1.281e-5
-0.452, 1.276e-5
-0.453, 1.274e-5
-0.454, 1.271e-5
-0.455, 1.267e-5
-0.456, 1.263e-5
-0.457, 1.261e-5
-0.458, 1.257e-5
-0.459, 1.253e-5
-0.460, 1.250e-5
-0.461, 1.247e-5
-0.462, 1.242e-5
-0.463, 1.239e-5
-0.464, 1.237e-5
-0.465, 1.232e-5
-0.466, 1.227e-5
-0.467, 1.225e-5
-0.468, 1.221e-5
-0.469, 1.216e-5
-0.470, 1.214e-5
-0.471, 1.210e-5
-0.472, 1.205e-5
-0.473, 1.201e-5
-0.474, 1.198e-5
-0.475, 1.193e-5
-0.476, 1.190e-5
-0.477, 1.186e-5
-0.478, 1.182e-5
-0.479, 1.177e-5
-0.480, 1.173e-5
-0.481, 1.169e-5
-0.482, 1.164e-5
-0.483, 1.160e-5
-0.484, 1.156e-5
-0.485, 1.151e-5
-0.486, 1.146e-5
-0.487, 1.142e-5
-0.488, 1.137e-5
-0.489, 1.131e-5
-0.490, 1.127e-5
-0.491, 1.122e-5
-0.492, 1.116e-5
-0.493, 1.112e-5
-0.494, 1.106e-5
-0.495, 1.101e-5
-0.496, 1.095e-5
-0.497, 1.091e-5
-0.498, 1.084e-5
-0.499, 1.078e-5
-0.500, 1.073e-5
-0.501, 1.068e-5
-0.502, 1.061e-5
-0.503, 1.055e-5
-0.504, 1.049e-5
-0.505, 1.042e-5
-0.506, 1.036e-5
-0.507, 1.030e-5
-0.508, 1.023e-5
-0.509, 1.015e-5
-0.510, 1.009e-5
-0.511, 1.002e-5
-0.512, 9.934e-6
-0.513, 9.868e-6
-0.514, 9.800e-6
-0.515, 9.719e-6
-0.516, 9.641e-6
-0.517, 9.564e-6
-0.518, 9.484e-6
-0.519, 9.399e-6
-0.520, 9.317e-6
-0.521, 9.230e-6
-0.522, 9.140e-6
-0.523, 9.055e-6
-0.524, 8.964e-6
-0.525, 8.859e-6
-0.526, 8.766e-6
-0.527, 8.669e-6
-0.528, 8.566e-6
-0.529, 8.463e-6
-0.530, 8.360e-6
-0.531, 8.252e-6
-0.532, 8.136e-6
-0.533, 8.028e-6
-0.534, 7.911e-6
-0.535, 7.788e-6
-0.536, 7.664e-6
-0.537, 7.554e-6
-0.538, 7.425e-6
-0.539, 7.292e-6
-0.540, 7.159e-6
-0.541, 7.020e-6
-0.542, 6.872e-6
-0.543, 6.731e-6
-0.544, 6.583e-6
-0.545, 6.429e-6
-0.546, 6.268e-6
-0.547, 6.111e-6
-0.548, 5.941e-6
-0.549, 5.772e-6
-0.550, 5.595e-6
-0.551, 5.404e-6
-0.552, 5.218e-6
-0.553, 5.038e-6
-0.554, 4.833e-6
-0.555, 4.623e-6
-0.556, 4.430e-6
-0.557, 4.211e-6
-0.558, 3.976e-6
-0.559, 3.753e-6
-0.560, 3.525e-6
-0.561, 3.274e-6
-0.562, 3.023e-6
-0.563, 2.748e-6
-0.564, 2.478e-6
-0.565, 2.204e-6
-0.566, 1.941e-6
-0.567, 1.651e-6
-0.568, 1.336e-6
-0.569, 1.057e-6
-0.570, 7.413e-7
-0.571, 3.892e-7
-0.572, 5.886e-8
-0.573, -2.730e-7
-0.574, -6.481e-7
-0.575, -1.017e-6
-0.576, -1.389e-6
-0.577, -1.773e-6
-0.578, -2.196e-6
-0.579, -2.602e-6
-0.580, -3.016e-6
-0.581, -3.494e-6
-0.582, -3.922e-6
-0.583, -4.375e-6
-0.584, -4.886e-6
-0.585, -5.370e-6
-0.586, -5.842e-6
-0.587, -6.391e-6
-0.588, -6.942e-6
-0.589, -7.410e-6
-0.590, -7.977e-6
-0.591, -8.599e-6
-0.592, -9.183e-6
-0.593, -9.789e-6
-0.594, -1.047e-5
-0.595, -1.111e-5
-0.596, -1.173e-5
-0.597, -1.245e-5
-0.598, -1.316e-5
-0.599, -1.386e-5
-0.600, -1.463e-5
-0.601, -1.541e-5
-0.602, -1.617e-5
-0.603, -1.694e-5
-0.604, -1.781e-5
-0.605, -1.864e-5
-0.606, -1.946e-5
-0.607, -2.036e-5
-0.608, -2.128e-5
-0.609, -2.217e-5
-0.610, -2.314e-5
-0.611, -2.416e-5
-0.612, -2.508e-5
-0.613, -2.608e-5
-0.614, -2.720e-5
-0.615, -2.828e-5
-0.616, -2.934e-5
-0.617, -3.045e-5
-0.618, -3.159e-5
-0.619, -3.271e-5
-0.620, -3.385e-5
-0.621, -3.508e-5
-0.622, -3.626e-5
-0.623, -3.750e-5
-0.624, -3.882e-5
-0.625, -4.011e-5
-0.626, -4.141e-5
-0.627, -4.283e-5
-0.628, -4.422e-5
-0.629, -4.556e-5
-0.630, -4.697e-5
-0.631, -4.847e-5
-0.632, -4.994e-5
-0.633, -5.135e-5
-0.634, -5.291e-5
-0.635, -5.448e-5
-0.636, -5.597e-5
-0.637, -5.761e-5
-0.638, -5.927e-5
-0.639, -6.086e-5
-0.640, -6.244e-5
-0.641, -6.417e-5
-0.642, -6.588e-5
-0.643, -6.760e-5
-0.644, -6.940e-5
-0.645, -7.123e-5
-0.646, -7.296e-5
-0.647, -7.482e-5
-0.648, -7.676e-5
-0.649, -7.857e-5
-0.650, -8.047e-5
-0.651, -8.249e-5
-0.652, -8.443e-5
-0.653, -8.638e-5
-0.654, -8.846e-5
-0.655, -9.053e-5
-0.656, -9.251e-5
-0.657, -9.461e-5
-0.658, -9.679e-5
-0.659, -9.885e-5
-0.660, -1.010e-4
-0.661, -1.033e-4
-0.662, -1.054e-4
-0.663, -1.075e-4
-0.664, -1.099e-4
-0.665, -1.121e-4
-0.666, -1.145e-4
-0.667, -1.169e-4
-0.668, -1.192e-4
-0.669, -1.214e-4
-0.670, -1.238e-4
-0.671, -1.263e-4
-0.672, -1.286e-4
-0.673, -1.310e-4
-0.674, -1.335e-4
-0.675, -1.359e-4
-0.676, -1.384e-4
-0.677, -1.409e-4
-0.678, -1.435e-4
-0.679, -1.459e-4
-0.680, -1.485e-4
-0.681, -1.511e-4
-0.682, -1.537e-4
-0.683, -1.562e-4
-0.684, -1.589e-4
-0.685, -1.615e-4
-0.686, -1.641e-4
-0.687, -1.668e-4
-0.688, -1.695e-4
-0.689, -1.721e-4
-0.690, -1.748e-4
-0.691, -1.775e-4
-0.692, -1.801e-4
-0.693, -1.828e-4
-0.694, -1.856e-4
-0.695, -1.885e-4
-0.696, -1.912e-4
-0.697, -1.940e-4
-0.698, -1.968e-4
-0.699, -1.996e-4
-0.700, -2.025e-4
-0.701, -2.053e-4
-0.702, -2.081e-4
-0.703, -2.110e-4
-0.704, -2.139e-4
-0.705, -2.168e-4
-0.706, -2.196e-4
-0.707, -2.226e-4
-0.708, -2.255e-4
-0.709, -2.284e-4
-0.710, -2.313e-4
-0.711, -2.343e-4
-0.712, -2.372e-4
-0.713, -2.400e-4
-0.714, -2.430e-4
-0.715, -2.460e-4
-0.716, -2.489e-4
-0.717, -2.520e-4
-0.718, -2.551e-4
-0.719, -2.580e-4
-0.720, -2.609e-4
-0.721, -2.640e-4
-0.722, -2.670e-4
-0.723, -2.699e-4
-0.724, -2.729e-4
-0.725, -2.759e-4
-0.726, -2.788e-4
-0.727, -2.819e-4
-0.728, -2.849e-4
-0.729, -2.879e-4
-0.730, -2.909e-4
-0.731, -2.939e-4
-0.732, -2.969e-4
-0.733, -2.999e-4
-0.734, -3.029e-4
-0.735, -3.060e-4
-0.736, -3.088e-4
-0.737, -3.119e-4
-0.738, -3.149e-4
-0.739, -3.178e-4
-0.740, -3.208e-4
-0.741, -3.238e-4
-0.742, -3.267e-4
-0.743, -3.295e-4
-0.744, -3.325e-4
-0.745, -3.355e-4
-0.746, -3.383e-4
-0.747, -3.413e-4
-0.748, -3.443e-4
-0.749, -3.471e-4
-0.750, -3.501e-4
-0.751, -3.531e-4
-0.752, -3.559e-4
-0.753, -3.588e-4
-0.754, -3.617e-4
-0.755, -3.646e-4
-0.756, -3.674e-4
-0.757, -3.703e-4
-0.758, -3.732e-4
-0.759, -3.760e-4
-0.760, -3.788e-4
-0.761, -3.817e-4
-0.762, -3.844e-4
-0.763, -3.871e-4
-0.764, -3.899e-4
-0.765, -3.927e-4
-0.766, -3.953e-4
-0.767, -3.980e-4
-0.768, -4.009e-4
-0.769, -4.035e-4
-0.770, -4.062e-4
-0.771, -4.089e-4
-0.772, -4.114e-4
-0.773, -4.140e-4
-0.774, -4.166e-4
-0.775, -4.191e-4
-0.776, -4.216e-4
-0.777, -4.241e-4
-0.778, -4.266e-4
-0.779, -4.290e-4
-0.780, -4.314e-4
-0.781, -4.339e-4
-0.782, -4.362e-4
-0.783, -4.385e-4
-0.784, -4.409e-4
-0.785, -4.432e-4
-0.786, -4.454e-4
-0.787, -4.476e-4
-0.788, -4.498e-4
-0.789, -4.519e-4
-0.790, -4.540e-4
-0.791, -4.562e-4
-0.792, -4.582e-4
-0.793, -4.601e-4
-0.794, -4.620e-4
-0.795, -4.639e-4
-0.796, -4.658e-4
-0.797, -4.677e-4
-0.798, -4.696e-4
-0.799, -4.713e-4
-0.800, -4.730e-4
-0.801, -4.747e-4
-0.802, -4.764e-4
-0.803, -4.779e-4
-0.804, -4.795e-4
-0.805, -4.811e-4
-0.806, -4.825e-4
-0.807, -4.839e-4
-0.808, -4.853e-4
-0.809, -4.866e-4
-0.810, -4.878e-4
-0.811, -4.891e-4
-0.812, -4.902e-4
-0.813, -4.912e-4
-0.814, -4.923e-4
-0.815, -4.933e-4
-0.816, -4.941e-4
-0.817, -4.950e-4
-0.818, -4.959e-4
-0.819, -4.963e-4
-0.820, -4.967e-4
-0.821, -4.975e-4
-0.822, -4.980e-4
-0.823, -4.984e-4
-0.824, -4.989e-4
-0.825, -4.992e-4
-0.826, -4.994e-4
-0.827, -4.996e-4
-0.828, -4.998e-4
-0.829, -4.998e-4
-0.830, -4.997e-4
-0.831, -4.997e-4
-0.832, -4.995e-4
-0.833, -4.992e-4
-0.834, -4.989e-4
-0.835, -4.985e-4
-0.836, -4.980e-4
-0.837, -4.975e-4
-0.838, -4.968e-4
-0.839, -4.960e-4
-0.840, -4.952e-4
-0.841, -4.944e-4
-0.842, -4.934e-4
-0.843, -4.924e-4
-0.844, -4.913e-4
-0.845, -4.899e-4
-0.846, -4.886e-4
-0.847, -4.873e-4
-0.848, -4.860e-4
-0.849, -4.844e-4
-0.850, -4.829e-4
-0.851, -4.813e-4
-0.852, -4.796e-4
-0.853, -4.778e-4
-0.854, -4.760e-4
-0.855, -4.742e-4
-0.856, -4.722e-4
-0.857, -4.702e-4
-0.858, -4.682e-4
-0.859, -4.661e-4
-0.860, -4.640e-4
-0.861, -4.618e-4
-0.862, -4.596e-4
-0.863, -4.573e-4
-0.864, -4.551e-4
-0.865, -4.528e-4
-0.866, -4.504e-4
-0.867, -4.481e-4
-0.868, -4.458e-4
-0.869, -4.434e-4
-0.870, -4.410e-4
-0.871, -4.388e-4
-0.872, -4.363e-4
-0.873, -4.339e-4
-0.874, -4.316e-4
-0.875, -4.292e-4
-0.876, -4.268e-4
-0.877, -4.245e-4
-0.878, -4.221e-4
-0.879, -4.198e-4
-0.880, -4.175e-4
-0.881, -4.152e-4
-0.882, -4.130e-4
-0.883, -4.107e-4
-0.884, -4.085e-4
-0.885, -4.063e-4
-0.886, -4.041e-4
-0.887, -4.020e-4
-0.888, -3.999e-4
-0.889, -3.978e-4
-0.890, -3.957e-4
-0.891, -3.937e-4
-0.892, -3.917e-4
-0.893, -3.897e-4
-0.894, -3.877e-4
-0.895, -3.858e-4
-0.896, -3.839e-4
-0.897, -3.820e-4
-0.898, -3.802e-4
-0.899, -3.783e-4
-0.900, -3.765e-4
-0.901, -3.748e-4
-0.902, -3.730e-4
-0.903, -3.713e-4
-0.904, -3.696e-4
-0.905, -3.680e-4
-0.906, -3.663e-4
-0.907, -3.647e-4
-0.908, -3.631e-4
-0.909, -3.615e-4
-0.910, -3.600e-4
-0.911, -3.585e-4
-0.912, -3.570e-4
-0.913, -3.555e-4
-0.914, -3.540e-4
-0.915, -3.526e-4
-0.916, -3.511e-4
-0.917, -3.497e-4
-0.918, -3.484e-4
-0.919, -3.470e-4
-0.920, -3.457e-4
-0.921, -3.443e-4
-0.922, -3.430e-4
-0.923, -3.417e-4
-0.924, -3.405e-4
-0.925, -3.392e-4
-0.926, -3.380e-4
-0.927, -3.368e-4
-0.928, -3.355e-4
-0.929, -3.343e-4
-0.930, -3.332e-4
-0.931, -3.320e-4
-0.932, -3.309e-4
-0.933, -3.297e-4
-0.934, -3.286e-4
-0.935, -3.275e-4
-0.936, -3.264e-4
-0.937, -3.253e-4
-0.938, -3.243e-4
-0.939, -3.232e-4
-0.940, -3.222e-4
-0.941, -3.211e-4
-0.942, -3.201e-4
-0.943, -3.191e-4
-0.944, -3.181e-4
-0.945, -3.171e-4
-0.946, -3.162e-4
-0.947, -3.152e-4
-0.948, -3.142e-4
-0.949, -3.133e-4
-0.950, -3.124e-4
-0.951, -3.115e-4
-0.952, -3.106e-4
-0.953, -3.097e-4
-0.954, -3.088e-4
-0.955, -3.079e-4
-0.956, -3.070e-4
-0.957, -3.061e-4
-0.958, -3.053e-4
-0.959, -3.045e-4
-0.960, -3.036e-4
-0.961, -3.028e-4
-0.962, -3.020e-4
-0.963, -3.012e-4
-0.964, -3.004e-4
-0.965, -2.996e-4
-0.966, -2.988e-4
-0.967, -2.980e-4
-0.968, -2.973e-4
-0.969, -2.965e-4
-0.970, -2.957e-4
-0.971, -2.950e-4
-0.972, -2.943e-4
-0.973, -2.935e-4
-0.974, -2.928e-4
-0.975, -2.921e-4
-0.976, -2.914e-4
-0.977, -2.907e-4
-0.978, -2.900e-4
-0.979, -2.893e-4
-0.980, -2.886e-4
-0.981, -2.879e-4
-0.982, -2.872e-4
-0.983, -2.865e-4
-0.984, -2.859e-4
-0.985, -2.852e-4
-0.986, -2.845e-4
-0.987, -2.839e-4
-0.988, -2.832e-4
-0.989, -2.826e-4
-0.990, -2.820e-4
-0.991, -2.814e-4
-0.992, -2.807e-4
-0.993, -2.801e-4
-0.994, -2.795e-4
-0.995, -2.789e-4
-0.996, -2.783e-4
-0.997, -2.777e-4
-0.998, -2.771e-4
-0.999, -2.765e-4
-1.000, -2.758e-4
-0.999, -2.750e-4
-0.998, -2.743e-4
-0.997, -2.736e-4
-0.996, -2.730e-4
-0.995, -2.723e-4
-0.994, -2.717e-4
-0.993, -2.711e-4
-0.992, -2.705e-4
-0.991, -2.699e-4
-0.990, -2.693e-4
-0.989, -2.687e-4
-0.988, -2.682e-4
-0.987, -2.676e-4
-0.986, -2.670e-4
-0.985, -2.665e-4
-0.984, -2.659e-4
-0.983, -2.653e-4
-0.982, -2.648e-4
-0.981, -2.643e-4
-0.980, -2.637e-4
-0.979, -2.632e-4
-0.978, -2.626e-4
-0.977, -2.621e-4
-0.976, -2.616e-4
-0.975, -2.611e-4
-0.974, -2.606e-4
-0.973, -2.600e-4
-0.972, -2.595e-4
-0.971, -2.590e-4
-0.970, -2.585e-4
-0.969, -2.581e-4
-0.968, -2.576e-4
-0.967, -2.571e-4
-0.966, -2.566e-4
-0.965, -2.561e-4
-0.964, -2.556e-4
-0.963, -2.551e-4
-0.962, -2.547e-4
-0.961, -2.542e-4
-0.960, -2.537e-4
-0.959, -2.533e-4
-0.958, -2.528e-4
-0.957, -2.523e-4
-0.956, -2.519e-4
-0.955, -2.514e-4
-0.954, -2.510e-4
-0.953, -2.505e-4
-0.952, -2.501e-4
-0.951, -2.497e-4
-0.950, -2.492e-4
-0.949, -2.488e-4
-0.948, -2.484e-4
-0.947, -2.479e-4
-0.946, -2.475e-4
-0.945, -2.471e-4
-0.944, -2.467e-4
-0.943, -2.462e-4
-0.942, -2.458e-4
-0.941, -2.454e-4
-0.940, -2.450e-4
-0.939, -2.445e-4
-0.938, -2.441e-4
-0.937, -2.437e-4
-0.936, -2.433e-4
-0.935, -2.429e-4
-0.934, -2.425e-4
-0.933, -2.421e-4
-0.932, -2.417e-4
-0.931, -2.413e-4
-0.930, -2.408e-4
-0.929, -2.404e-4
-0.928, -2.400e-4
-0.927, -2.396e-4
-0.926, -2.392e-4
-0.925, -2.388e-4
-0.924, -2.384e-4
-0.923, -2.380e-4
-0.922, -2.376e-4
-0.921, -2.372e-4
-0.920, -2.368e-4
-0.919, -2.364e-4
-0.918, -2.360e-4
-0.917, -2.356e-4
-0.916, -2.353e-4
-0.915, -2.349e-4
-0.914, -2.345e-4
-0.913, -2.341e-4
-0.912, -2.337e-4
-0.911, -2.333e-4
-0.910, -2.329e-4
-0.909, -2.325e-4
-0.908, -2.321e-4
-0.907, -2.317e-4
-0.906, -2.314e-4
-0.905, -2.310e-4
-0.904, -2.306e-4
-0.903, -2.302e-4
-0.902, -2.298e-4
-0.901, -2.294e-4
-0.900, -2.290e-4
-0.899, -2.286e-4
-0.898, -2.282e-4
-0.897, -2.278e-4
-0.896, -2.274e-4
-0.895, -2.270e-4
-0.894, -2.266e-4
-0.893, -2.262e-4
-0.892, -2.258e-4
-0.891, -2.253e-4
-0.890, -2.249e-4
-0.889, -2.245e-4
-0.888, -2.241e-4
-0.887, -2.237e-4
-0.886, -2.232e-4
-0.885, -2.228e-4
-0.884, -2.224e-4
-0.883, -2.219e-4
-0.882, -2.215e-4
-0.881, -2.211e-4
-0.880, -2.206e-4
-0.879, -2.202e-4
-0.878, -2.197e-4
-0.877, -2.193e-4
-0.876, -2.188e-4
-0.875, -2.184e-4
-0.874, -2.179e-4
-0.873, -2.174e-4
-0.872, -2.170e-4
